;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart;;;Paul Secret;Calvin Smart
;8379;1112;2873;;8379;845;2819;;8379;3297;3296;;8379;3549;3800;;8379;6377;3241;;8379;1325;4690
;8380;941;2545;;8380;1157;3226;;8380;3382;3122;;8380;3861;3907;;8380;5768;2591;;8380;1320;4766
;8381;921;2932;;8381;1092;3405;;8381;3835;3618;;8381;3721;4022;;8381;5478;2937;;8381;1519;4869
;8382;979;3064;;8382;1217;3626;;8382;3429;3104;;8382;3938;4253;;8382;5968;2705;;8382;1633;5383
;8383;900;2995;;8383;1106;3052;;8383;3511;3203;;8383;3708;3955;;8383;6754;3377;;8383;1300;5165
;8384;804;2737;;8384;1078;3166;;8384;3526;3036;;8384;3427;4159;;8384;5859;2730;;8384;1389;5049
;8385;986;2857;;8385;1108;3508;;8385;3887;3562;;8385;3265;3597;;8385;6358;3426;;8385;1666;5184
;8386;851;2702;;8386;1026;3148;;8386;3438;3259;;8386;3888;4208;;8386;5704;3183;;8386;1508;4603
;8387;1137;3059;;8387;815;3128;;8387;3427;3214;;8387;3801;4190;;8387;6512;3256;;8387;1292;5020
;8388;950;2826;;8388;993;3103;;8388;2989;3307;;8388;3373;3956;;8388;5494;3145;;8388;1535;5164
;8389;1070;3318;;8389;1029;3266;;8389;3169;2941;;8389;3477;3884;;8389;6198;3124;;8389;1506;4664
;8390;957;2880;;8390;983;3234;;8390;4166;3867;;8390;3858;3957;;8390;5797;2979;;8390;1631;5264
;8391;1022;2903;;8391;976;2988;;8391;3254;3098;;8391;3596;3715;;8391;6371;3199;;8391;1578;5677
;8392;1011;3133;;8392;927;3069;;8392;3445;3534;;8392;4109;4223;;8392;6036;3037;;8392;1323;4935
;8393;937;3197;;8393;1080;3326;;8393;3406;3308;;8393;3988;4574;;8393;6036;3065;;8393;1434;4521
;8394;1079;2911;;8394;940;3108;;8394;3483;3108;;8394;3579;3990;;8394;6040;2898;;8394;1573;4677
;8395;988;2908;;8395;1007;3364;;8395;3854;3465;;8395;3252;3939;;8395;6134;2994;;8395;1585;5241
;8396;1244;3265;;8396;1087;3131;;8396;3548;3214;;8396;3112;3635;;8396;5566;3030;;8396;1731;5452
;8397;1061;2828;;8397;960;2969;;8397;4063;3413;;8397;3182;3748;;8397;5271;2890;;8397;1396;4915
;8398;997;3126;;8398;1113;3180;;8398;2954;2846;;8398;3366;4039;;8398;5883;2890;;8398;1546;4703
;8399;867;3015;;8399;871;2835;;8399;3448;3242;;8399;3290;3618;;8399;6451;2760;;8399;1499;4663
;8400;1036;3093;;8400;998;3320;;8400;3914;3230;;8400;3832;4154;;8400;6052;3158;;8400;1520;4693
;8401;1064;3406;;8401;961;3364;;8401;3207;3067;;8401;3435;3951;;8401;6931;3119;;8401;1513;5146
;8402;916;2988;;8402;1132;3231;;8402;3086;2799;;8402;3220;3700;;8402;6012;3134;;8402;1441;4649
;8403;1053;3267;;8403;844;2991;;8403;3312;3137;;8403;3101;3868;;8403;6346;3095;;8403;1473;5018
;8404;1010;3182;;8404;905;3299;;8404;3722;3587;;8404;3532;4008;;8404;6239;3138;;8404;1393;5280
;8405;841;2943;;8405;1136;3250;;8405;3591;3436;;8405;3225;3746;;8405;6730;3076;;8405;1656;5258
;8406;1048;3075;;8406;932;3118;;8406;3399;3022;;8406;3425;4168;;8406;6801;2950;;8406;1599;5169
;8407;829;2641;;8407;858;2945;;8407;3488;3246;;8407;3600;4180;;8407;6173;2913;;8407;1586;4850
;8408;1242;3478;;8408;841;3340;;8408;3374;3291;;8408;3083;3787;;8408;6211;3014;;8408;1460;5000
;8409;956;3276;;8409;937;3293;;8409;3416;3432;;8409;3836;3714;;8409;5376;2864;;8409;1423;4789
;8410;960;2707;;8410;957;3120;;8410;3910;3626;;8410;3324;4049;;8410;6562;3056;;8410;1495;4916
;8411;1008;2955;;8411;1009;3031;;8411;3762;3498;;8411;3402;3887;;8411;6144;2944;;8411;1310;4766
;8412;1209;3137;;8412;947;2890;;8412;3769;3398;;8412;3483;4316;;8412;5724;2972;;8412;1279;4594
;8413;1210;3075;;8413;1222;3468;;8413;3686;3298;;8413;3207;4034;;8413;6094;2960;;8413;1528;5370
;8414;861;2983;;8414;867;3269;;8414;3592;3280;;8414;3794;3992;;8414;6192;2983;;8414;1568;5246
;8415;1180;2996;;8415;1056;3660;;8415;3377;3010;;8415;3416;4065;;8415;5865;2804;;8415;1543;5071
;8416;1235;3244;;8416;1015;3090;;8416;3306;2737;;8416;3691;4168;;8416;6311;2999;;8416;1668;4944
;8417;928;2912;;8417;1075;3254;;8417;3519;3358;;8417;3254;3598;;8417;6082;2894;;8417;1414;5155
;8418;999;2902;;8418;936;3359;;8418;3216;3066;;8418;3296;4007;;8418;6307;3037;;8418;1163;4622
;8419;863;2931;;8419;1103;3243;;8419;3750;3570;;8419;3587;3965;;8419;6599;3152;;8419;1383;5115
;8420;1041;3096;;8420;886;3044;;8420;3750;3450;;8420;3254;4149;;8420;6508;2964;;8420;1520;5045
;8421;965;2663;;8421;964;3253;;8421;3444;3088;;8421;3811;4364;;8421;5918;3040;;8421;1509;4940
;8422;915;3233;;8422;997;3323;;8422;3344;3328;;8422;3593;4170;;8422;5733;2774;;8422;1525;5464
;8423;1016;2753;;8423;1085;3528;;8423;3356;2940;;8423;3519;3770;;8423;6136;2909;;8423;1615;5263
;8424;941;2968;;8424;1032;3273;;8424;3583;3092;;8424;3658;3741;;8424;5785;2617;;8424;1278;4784
;8425;1140;3195;;8425;942;3097;;8425;3006;2992;;8425;3405;3894;;8425;6146;2813;;8425;1652;5436
;8426;943;3136;;8426;909;3257;;8426;3254;3064;;8426;3662;4173;;8426;6040;2918;;8426;1325;5010
;8427;840;3018;;8427;946;3140;;8427;3341;3166;;8427;3741;4082;;8427;6051;3343;;8427;1503;4881
;8428;973;3303;;8428;831;3157;;8428;3487;2860;;8428;3189;3999;;8428;5466;2966;;8428;1541;5328
;8429;1288;3309;;8429;931;3338;;8429;3505;3418;;8429;3861;3714;;8429;6167;3021;;8429;1475;5106
;8430;965;3106;;8430;956;3115;;8430;3258;3533;;8430;3518;4031;;8430;6649;3285;;8430;1668;4992
;8431;985;3006;;8431;1069;3191;;8431;3333;2915;;8431;3368;3883;;8431;5311;2861;;8431;1592;4991
;8432;1053;3135;;8432;941;3193;;8432;3798;3282;;8432;3522;3791;;8432;5848;3215;;8432;1410;4907
;8433;1092;3069;;8433;1045;3329;;8433;3632;3162;;8433;4118;4196;;8433;5142;2987;;8433;1408;4609
;8434;711;2719;;8434;1121;3173;;8434;3730;3401;;8434;3809;4536;;8434;5304;2600;;8434;1327;4965
;8435;684;2811;;8435;913;3203;;8435;3673;2984;;8435;3423;3981;;8435;5730;2707;;8435;1556;5354
;8436;913;3100;;8436;1009;3297;;8436;3502;3322;;8436;3334;3881;;8436;6070;2795;;8436;1564;5389
;8437;946;3074;;8437;947;3158;;8437;3374;2880;;8437;3772;4219;;8437;6278;2997;;8437;1360;4850
;8438;969;3052;;8438;1049;3246;;8438;3371;3106;;8438;3594;4306;;8438;6586;3016;;8438;1365;4880
;8439;981;2867;;8439;949;3203;;8439;3638;3036;;8439;3631;4254;;8439;5942;2786;;8439;1412;4338
;8440;1067;3005;;8440;838;3171;;8440;3481;3027;;8440;3767;3834;;8440;5720;2896;;8440;1252;4670
;8441;1046;2788;;8441;907;3060;;8441;3726;3368;;8441;3740;3675;;8441;6551;3226;;8441;1449;4744
;8442;1182;3305;;8442;867;2836;;8442;3612;3456;;8442;3711;4114;;8442;6279;2932;;8442;1531;5422
;8443;1043;3007;;8443;965;2887;;8443;3194;3240;;8443;3967;4028;;8443;5795;3012;;8443;1608;5109
;8444;983;2701;;8444;994;2924;;8444;3387;3221;;8444;3568;4057;;8444;5919;3070;;8444;1485;5351
;8445;1059;3078;;8445;999;3048;;8445;3688;3199;;8445;3899;4311;;8445;6204;2969;;8445;1538;5082
;8446;1025;3354;;8446;943;3244;;8446;3432;3199;;8446;3029;3880;;8446;5614;2844;;8446;1480;4822
;8447;844;3046;;8447;1017;3247;;8447;3182;2875;;8447;3331;3821;;8447;6452;3035;;8447;1224;4179
;8448;1040;3319;;8448;1056;3202;;8448;3442;3412;;8448;3838;4113;;8448;5757;3126;;8448;1624;4823
;8449;905;2754;;8449;1038;2957;;8449;3332;3539;;8449;3249;3567;;8449;6563;3457;;8449;1553;5053
;8450;1051;2707;;8450;1172;3173;;8450;3806;3321;;8450;3565;4015;;8450;5698;2796;;8450;1240;4682
;8451;921;2957;;8451;1051;3387;;8451;3331;3307;;8451;3733;4200;;8451;6053;2721;;8451;1420;4942
;8452;1200;3009;;8452;778;3414;;8452;3718;3028;;8452;3676;4119;;8452;6039;2930;;8452;1464;5376
;8453;913;2870;;8453;926;3142;;8453;3271;3210;;8453;3471;4039;;8453;5976;2939;;8453;1578;4762
;8454;951;3065;;8454;1064;3103;;8454;3807;3365;;8454;3466;4042;;8454;5506;3114;;8454;1447;4954
;8455;809;2762;;8455;848;3343;;8455;3850;3245;;8455;3635;4142;;8455;5996;3019;;8455;1351;4883
;8456;988;3102;;8456;1025;3224;;8456;3212;3196;;8456;3460;3822;;8456;6426;3077;;8456;1512;4905
;8457;955;3142;;8457;880;2945;;8457;2898;3027;;8457;3300;4058;;8457;6000;2922;;8457;1550;4529
;8458;896;2720;;8458;1077;3105;;8458;3610;3110;;8458;3886;4413;;8458;6035;3065;;8458;1506;4742
;8459;951;2972;;8459;1262;3272;;8459;3452;2963;;8459;3201;4065;;8459;5588;2630;;8459;1528;5312
;8460;947;2932;;8460;886;3187;;8460;3682;3260;;8460;3961;4262;;8460;6105;3195;;8460;1410;5038
;8461;1097;3138;;8461;993;2771;;8461;3034;2967;;8461;3495;3980;;8461;6298;3272;;8461;1712;5088
;8462;967;3060;;8462;974;3481;;8462;3089;3093;;8462;3448;3770;;8462;5908;2785;;8462;1426;4693
;8463;1135;2928;;8463;834;2875;;8463;3879;3566;;8463;3401;4114;;8463;6275;2913;;8463;1566;5287
;8464;951;3287;;8464;1011;3080;;8464;3706;3385;;8464;3166;3631;;8464;6098;2959;;8464;1417;5147
;8465;848;2738;;8465;937;3011;;8465;3706;3222;;8465;3660;4145;;8465;6395;3246;;8465;1686;5077
;8466;940;2971;;8466;885;3072;;8466;3401;3391;;8466;3157;3839;;8466;6219;3286;;8466;1794;5323
;8467;954;3107;;8467;1077;3569;;8467;3604;3625;;8467;3252;4038;;8467;5769;3162;;8467;1654;5216
;8468;1048;2912;;8468;947;3179;;8468;3771;3354;;8468;3120;3300;;8468;5603;2956;;8468;1515;5093
;8469;1164;3262;;8469;868;3234;;8469;3366;3321;;8469;3565;3871;;8469;6525;3155;;8469;1542;5172
;8470;1051;3186;;8470;902;3137;;8470;3428;3325;;8470;3397;4024;;8470;6468;3254;;8470;1443;5270
;8471;1025;2965;;8471;1192;2911;;8471;3606;3704;;8471;3483;4061;;8471;5369;2761;;8471;1393;5110
;8472;1045;2800;;8472;884;2927;;8472;3611;3201;;8472;3021;3652;;8472;5935;3102;;8472;1601;5218
;8473;1029;2962;;8473;1100;3405;;8473;3915;3150;;8473;3421;4108;;8473;5701;3000;;8473;1625;5005
;8474;1092;3535;;8474;1005;3060;;8474;3317;3214;;8474;4090;4369;;8474;6054;3359;;8474;1830;6002
;8475;867;2784;;8475;1044;3371;;8475;3541;3421;;8475;3639;3810;;8475;6222;2988;;8475;1617;4970
;8476;943;3014;;8476;1123;3462;;8476;3368;3272;;8476;3700;4149;;8476;7062;3170;;8476;1679;5314
;8477;802;2717;;8477;969;2929;;8477;3495;3050;;8477;3105;3570;;8477;5850;2964;;8477;1710;5067
;8478;969;3074;;8478;1059;3247;;8478;3556;2887;;8478;3449;4395;;8478;5642;2781;;8478;1643;5043
;8479;936;3011;;8479;1061;3510;;8479;3961;3415;;8479;3554;3945;;8479;5589;2884;;8479;1276;4580
;8480;1023;2963;;8480;1062;3215;;8480;3540;3264;;8480;3337;3778;;8480;5958;2936;;8480;1621;5064
;8481;816;2830;;8481;1171;3076;;8481;3328;3191;;8481;3764;4392;;8481;6219;3178;;8481;1550;5078
;8482;1004;3170;;8482;948;3270;;8482;3039;2734;;8482;3567;3977;;8482;5570;2732;;8482;1526;5162
;8483;1116;3306;;8483;988;3234;;8483;3583;3385;;8483;3547;3915;;8483;6577;3160;;8483;1401;5286
;8484;959;3037;;8484;967;3099;;8484;3606;3495;;8484;3496;4106;;8484;6014;3185;;8484;1437;4747
;8485;952;2858;;8485;1135;3359;;8485;3078;2894;;8485;3596;3992;;8485;6394;2767;;8485;1562;4952
;8486;996;2947;;8486;834;3279;;8486;3950;3283;;8486;2997;3816;;8486;5734;3208;;8486;1619;5229
;8487;1050;2901;;8487;1088;3431;;8487;3400;3052;;8487;3611;3849;;8487;6450;3421;;8487;1474;4976
;8488;1184;3068;;8488;1094;3688;;8488;3259;3096;;8488;3271;3635;;8488;6448;2871;;8488;1415;5263
;8489;1059;3284;;8489;961;3348;;8489;3475;3323;;8489;3475;4142;;8489;5640;2874;;8489;1413;5067
;8490;920;3060;;8490;1013;3033;;8490;4069;3359;;8490;3585;4298;;8490;6089;2805;;8490;1664;5203
;8491;881;2862;;8491;1010;3293;;8491;3038;3209;;8491;3908;4189;;8491;5677;3412;;8491;1602;5132
;8492;1100;3309;;8492;913;3290;;8492;3436;3445;;8492;3264;3757;;8492;6820;3110;;8492;1499;5416
;8493;1079;2827;;8493;1002;3607;;8493;3316;3464;;8493;3479;3806;;8493;6065;3139;;8493;1666;5048
;8494;1126;2918;;8494;1000;3331;;8494;3374;3394;;8494;3623;4005;;8494;5437;3053;;8494;1435;5018
;8495;1051;3176;;8495;1017;3485;;8495;3328;3064;;8495;3534;4090;;8495;6087;3027;;8495;1636;5327
;8496;824;2858;;8496;916;3424;;8496;3410;3249;;8496;3404;3855;;8496;6163;2910;;8496;1542;4758
;8497;1109;3065;;8497;971;3119;;8497;3654;3112;;8497;3532;4323;;8497;6629;3109;;8497;1392;4521
;8498;930;2822;;8498;1118;3294;;8498;3700;3310;;8498;3423;3785;;8498;5955;3080;;8498;1614;4693
;8499;1032;3133;;8499;848;2978;;8499;3128;2920;;8499;3497;3853;;8499;6683;3189;;8499;1294;4789
;8500;1065;2635;;8500;977;3477;;8500;3578;3326;;8500;3676;4640;;8500;6104;3090;;8500;1265;4935
;8501;958;3303;;8501;922;3149;;8501;3369;3158;;8501;3543;3926;;8501;6640;3305;;8501;1469;4941
;8502;990;2895;;8502;839;2911;;8502;3338;3114;;8502;3509;4117;;8502;5594;2849;;8502;1627;5245
;8503;985;2993;;8503;1213;3234;;8503;3837;3383;;8503;3036;3798;;8503;7020;3363;;8503;1453;4921
;8504;1031;3070;;8504;1116;3273;;8504;3990;3300;;8504;3717;4138;;8504;5713;2955;;8504;1441;4950
;8505;1025;2875;;8505;1097;3212;;8505;3541;3339;;8505;3340;3836;;8505;6140;3100;;8505;1621;5221
;8506;1262;3110;;8506;981;3316;;8506;3432;3335;;8506;3511;3941;;8506;6068;2621;;8506;1378;4816
;8507;858;3011;;8507;947;3240;;8507;3460;3200;;8507;4060;3957;;8507;5202;3291;;8507;1576;5244
;8508;971;3353;;8508;1103;3274;;8508;3633;2789;;8508;3611;3962;;8508;6847;3112;;8508;1462;4957
;8509;917;2820;;8509;1122;3542;;8509;3416;3392;;8509;3218;4306;;8509;6143;2796;;8509;1412;4821
;8510;946;3091;;8510;1001;3409;;8510;3166;3008;;8510;3532;3900;;8510;6450;3187;;8510;1585;5340
;8511;907;2842;;8511;918;3348;;8511;3370;3279;;8511;3444;4174;;8511;5609;2768;;8511;1653;5043
;8512;1169;3309;;8512;1009;3156;;8512;3423;3118;;8512;3894;4217;;8512;5556;2985;;8512;1488;5188
;8513;1131;3123;;8513;1200;3193;;8513;3350;3337;;8513;3485;3835;;8513;6071;2887;;8513;1591;4993
;8514;1001;3093;;8514;927;3122;;8514;3752;3142;;8514;3826;4199;;8514;6061;2970;;8514;1421;4743
;8515;969;2820;;8515;1095;3335;;8515;3411;3152;;8515;2998;3776;;8515;6180;3540;;8515;1375;4761
;8516;853;2821;;8516;929;3236;;8516;3812;3500;;8516;3346;3852;;8516;5634;3210;;8516;1542;5234
;8517;1101;3284;;8517;862;2892;;8517;3469;3105;;8517;3047;3789;;8517;6236;3136;;8517;1203;5194
;8518;966;2868;;8518;1054;3236;;8518;3462;3305;;8518;3606;3957;;8518;5666;3173;;8518;1213;4592
;8519;830;3170;;8519;1098;3512;;8519;3382;3074;;8519;3094;3853;;8519;5868;2752;;8519;1590;5152
;8520;1050;2828;;8520;1043;3294;;8520;3207;3092;;8520;3291;3751;;8520;5843;2977;;8520;1630;5148
;8521;885;2983;;8521;1159;3408;;8521;3486;2978;;8521;3619;4146;;8521;5638;2977;;8521;1485;4925
;8522;1019;2787;;8522;848;3185;;8522;3618;3456;;8522;3624;4050;;8522;5804;2872;;8522;1657;5512
;8523;1075;3180;;8523;898;3317;;8523;3416;3097;;8523;3396;4140;;8523;5920;3236;;8523;1339;4885
;8524;1066;2771;;8524;1064;3217;;8524;3317;3273;;8524;3354;3563;;8524;5914;2896;;8524;1475;4884
;8525;1202;3385;;8525;1005;3314;;8525;3737;3516;;8525;3568;4334;;8525;6766;3240;;8525;1463;4689
;8526;850;3195;;8526;1115;3353;;8526;3536;3107;;8526;3611;3767;;8526;5677;3495;;8526;1722;5211
;8527;997;2968;;8527;1020;3196;;8527;3342;3256;;8527;3705;4150;;8527;5517;3299;;8527;1507;4924
;8528;930;2872;;8528;1091;3339;;8528;3483;3103;;8528;3733;4187;;8528;6163;3177;;8528;1334;4855
;8529;1023;3008;;8529;1054;3204;;8529;2967;3002;;8529;3373;3983;;8529;5750;2770;;8529;1376;4957
;8530;916;3166;;8530;863;3135;;8530;3434;3276;;8530;3488;3973;;8530;6521;3082;;8530;1397;4915
;8531;1035;3460;;8531;1095;3562;;8531;3689;3031;;8531;3112;3514;;8531;6271;2958;;8531;1272;4911
;8532;832;2566;;8532;949;2856;;8532;3403;2823;;8532;3375;3823;;8532;6507;3405;;8532;1602;5344
;8533;951;3266;;8533;1007;3214;;8533;3767;3426;;8533;3577;4276;;8533;6315;3136;;8533;1587;4620
;8534;1024;2927;;8534;1260;3141;;8534;3302;3009;;8534;3731;4271;;8534;5850;2630;;8534;1500;4797
;8535;1112;3206;;8535;1024;3302;;8535;3178;2945;;8535;3196;4080;;8535;5612;3013;;8535;1365;4598
;8536;955;2641;;8536;900;2978;;8536;3501;3336;;8536;3986;3955;;8536;6619;2733;;8536;1451;5570
;8537;858;2956;;8537;970;3204;;8537;3467;3299;;8537;3101;3810;;8537;5609;2755;;8537;1436;5061
;8538;1285;3011;;8538;894;3132;;8538;3052;3055;;8538;3708;4547;;8538;5311;3080;;8538;1181;4372
;8539;1050;3282;;8539;751;2889;;8539;3403;2984;;8539;3108;4072;;8539;6087;2976;;8539;1622;5567
;8540;1054;3149;;8540;1009;3430;;8540;3851;3484;;8540;3185;3324;;8540;5639;3087;;8540;1411;5036
;8541;1029;3283;;8541;1092;3299;;8541;3135;3224;;8541;3320;3720;;8541;5766;3156;;8541;1259;4873
;8542;1154;3190;;8542;1185;3298;;8542;3436;3321;;8542;3473;4063;;8542;5967;3226;;8542;1569;5191
;8543;1040;2760;;8543;1044;3385;;8543;3839;3902;;8543;3249;3456;;8543;6331;2724;;8543;1693;5276
;8544;973;3017;;8544;1135;3431;;8544;3210;3291;;8544;3160;4042;;8544;6011;2716;;8544;1626;5014
;8545;1024;3032;;8545;919;3274;;8545;3376;3229;;8545;3252;4136;;8545;6318;2813;;8545;1326;5107
;8546;916;3120;;8546;1001;3058;;8546;3539;3227;;8546;3373;3895;;8546;5938;3217;;8546;1386;4963
;8547;1043;2871;;8547;1052;3542;;8547;3395;3212;;8547;3504;4099;;8547;5938;3079;;8547;1513;4650
;8548;944;2496;;8548;867;2927;;8548;3397;2951;;8548;3008;3712;;8548;5747;3288;;8548;1544;5263
;8549;887;3016;;8549;1037;2985;;8549;3420;3617;;8549;3519;4264;;8549;5347;2801;;8549;1588;5024
;8550;1156;3081;;8550;1046;3320;;8550;3543;3042;;8550;3366;4177;;8550;5670;3159;;8550;1450;4874
;8551;829;2741;;8551;1145;3256;;8551;2958;3113;;8551;2921;3561;;8551;5214;3049;;8551;1509;4995
;8552;1121;3154;;8552;1067;3243;;8552;3279;3197;;8552;3413;3998;;8552;6065;2733;;8552;1735;4980
;8553;896;2997;;8553;904;3107;;8553;3433;3062;;8553;3774;4117;;8553;5712;2919;;8553;1559;4993
;8554;1022;2995;;8554;1086;3315;;8554;3679;3442;;8554;2967;3863;;8554;6166;2988;;8554;1422;5077
;8555;1062;3425;;8555;1086;3186;;8555;3905;3407;;8555;3668;4027;;8555;6236;3392;;8555;1469;4426
;8556;950;2895;;8556;915;2933;;8556;3506;3240;;8556;3301;4177;;8556;6025;3227;;8556;1510;5378
;8557;1048;2791;;8557;1069;3249;;8557;3171;3121;;8557;3065;3414;;8557;5669;3288;;8557;1539;4834
;8558;916;2739;;8558;1013;3072;;8558;4232;3638;;8558;3554;3706;;8558;6262;3113;;8558;1769;5700
;8559;1001;3174;;8559;911;3126;;8559;3481;3422;;8559;3439;3950;;8559;5736;3126;;8559;1415;5447
;8560;1044;3368;;8560;964;2998;;8560;3493;3297;;8560;3704;4167;;8560;6105;3115;;8560;1472;4983
;8561;838;2824;;8561;1011;3198;;8561;3751;3462;;8561;3280;4370;;8561;6089;2969;;8561;1506;5253
;8562;1149;2790;;8562;1021;3309;;8562;3172;2987;;8562;3856;4268;;8562;6044;3062;;8562;1457;4517
;8563;1231;3021;;8563;813;3099;;8563;3643;3487;;8563;2776;4157;;8563;6343;3209;;8563;1622;5189
;8564;1199;3097;;8564;1061;3391;;8564;3641;3186;;8564;3607;3905;;8564;6616;3161;;8564;1570;4647
;8565;809;2778;;8565;1045;3145;;8565;3343;2981;;8565;3520;4033;;8565;6538;3326;;8565;1598;5119
;8566;1028;3071;;8566;1099;3254;;8566;3711;3113;;8566;3440;3777;;8566;5693;3076;;8566;1667;5672
;8567;875;2822;;8567;1041;3309;;8567;3417;3185;;8567;3972;4472;;8567;5859;2793;;8567;1564;4911
;8568;931;2986;;8568;1004;3406;;8568;3474;3070;;8568;3810;4175;;8568;5889;3368;;8568;1776;5069
;8569;951;3012;;8569;926;3094;;8569;3365;3243;;8569;3492;4235;;8569;5788;2970;;8569;1400;5033
;8570;1053;3053;;8570;1095;3324;;8570;3620;3239;;8570;3294;3739;;8570;5562;2995;;8570;1541;5067
;8571;966;2795;;8571;1137;3373;;8571;3278;3304;;8571;3820;4242;;8571;5678;3011;;8571;1287;4822
;8572;809;2994;;8572;1008;3319;;8572;3379;3291;;8572;3356;4139;;8572;6103;3285;;8572;1554;4786
;8573;789;2817;;8573;1013;3134;;8573;3658;3326;;8573;3535;4093;;8573;5414;3005;;8573;1593;4989
;8574;1045;3116;;8574;1105;3074;;8574;3384;2994;;8574;3818;3669;;8574;5544;2828;;8574;1657;5428
;8575;1226;3431;;8575;827;2997;;8575;3311;3468;;8575;2970;3850;;8575;6853;3002;;8575;1314;4971
;8576;900;2838;;8576;917;3075;;8576;3746;3440;;8576;3517;4165;;8576;6147;3244;;8576;1549;5293
;8577;989;2970;;8577;1038;3227;;8577;3628;3432;;8577;3840;4057;;8577;5802;3088;;8577;1546;4590
;8578;723;2730;;8578;1117;3318;;8578;3639;3701;;8578;3818;4380;;8578;6783;3128;;8578;1691;4854
;8579;1095;3093;;8579;1043;3013;;8579;3492;3215;;8579;4049;4109;;8579;5820;3156;;8579;1640;5259
;8580;923;2489;;8580;1027;3045;;8580;3227;2958;;8580;3646;4303;;8580;5969;2953;;8580;1505;5148
;8581;1011;3108;;8581;812;3129;;8581;3786;3122;;8581;3154;3481;;8581;6161;2993;;8581;1227;4812
;8582;1103;3082;;8582;1127;3230;;8582;3453;3359;;8582;3855;4294;;8582;5685;2951;;8582;1660;5312
;8583;1011;3180;;8583;1003;3262;;8583;3587;3288;;8583;3224;3945;;8583;6207;3053;;8583;1266;5079
;8584;959;2911;;8584;1146;3227;;8584;3139;3122;;8584;3143;3719;;8584;6599;3237;;8584;1466;5056
;8585;973;3091;;8585;1028;3145;;8585;3706;3253;;8585;3121;4025;;8585;5722;2431;;8585;1362;4712
;8586;1015;2964;;8586;955;3475;;8586;3646;3603;;8586;3646;3835;;8586;6050;2888;;8586;1540;5138
;8587;1083;3193;;8587;1024;3294;;8587;3948;3376;;8587;3495;4184;;8587;6438;3074;;8587;1505;5184
;8588;1091;3171;;8588;1158;3214;;8588;4052;3718;;8588;3544;4589;;8588;6000;2736;;8588;1565;5089
;8589;940;2879;;8589;1020;3165;;8589;3951;3465;;8589;3287;3966;;8589;5449;2593;;8589;1465;5223
;8590;1023;3001;;8590;870;3162;;8590;3668;3171;;8590;3436;4364;;8590;5437;2813;;8590;1655;5295
;8591;923;3215;;8591;1184;3308;;8591;3452;3582;;8591;3182;3959;;8591;6174;3252;;8591;1629;5381
;8592;887;3119;;8592;1016;2967;;8592;3098;3010;;8592;3779;4523;;8592;6277;3088;;8592;1698;5356
;8593;927;3033;;8593;1055;3006;;8593;4007;3540;;8593;3514;4599;;8593;5405;2450;;8593;1463;5078
;8594;936;2833;;8594;857;2721;;8594;3209;3078;;8594;3315;3915;;8594;5575;2810;;8594;1759;5600
;8595;1010;3119;;8595;1058;3384;;8595;3466;3117;;8595;3309;4230;;8595;6339;3109;;8595;1519;4995
;8596;838;2705;;8596;1071;3221;;8596;3617;3146;;8596;3485;3944;;8596;6171;3093;;8596;1767;5628
;8597;989;2833;;8597;918;2801;;8597;3624;3179;;8597;3764;4136;;8597;6900;3255;;8597;1265;5172
;8598;879;2823;;8598;1062;3004;;8598;3672;3201;;8598;3488;3767;;8598;6557;3296;;8598;1405;5064
;8599;1093;3088;;8599;911;3458;;8599;3225;3031;;8599;3474;3718;;8599;5140;2886;;8599;1507;5264
;8600;921;3012;;8600;1098;3010;;8600;3371;2942;;8600;3553;4276;;8600;5836;2875;;8600;1416;5267
;8601;1040;3477;;8601;1122;3436;;8601;3932;3345;;8601;3742;4317;;8601;5945;2801;;8601;1579;5503
;8602;1061;3073;;8602;1114;3299;;8602;3408;3312;;8602;3656;4206;;8602;5709;3179;;8602;1688;5282
;8603;827;2899;;8603;1076;3299;;8603;3830;3254;;8603;3236;3556;;8603;6412;2858;;8603;1493;5342
;8604;910;2723;;8604;875;3195;;8604;3301;2799;;8604;3653;3909;;8604;5857;3056;;8604;1476;5354
;8605;941;3173;;8605;1097;2950;;8605;3919;3355;;8605;3663;4470;;8605;6010;2752;;8605;1434;5147
;8606;880;2969;;8606;1039;3250;;8606;3406;3048;;8606;3793;4566;;8606;5739;3104;;8606;1443;5160
;8607;960;2855;;8607;1010;2875;;8607;3497;2835;;8607;3286;3763;;8607;5591;2845;;8607;1657;5113
;8608;1087;2925;;8608;966;3178;;8608;3413;3172;;8608;3587;3887;;8608;5324;2731;;8608;1350;5078
;8609;921;3151;;8609;1063;3218;;8609;3411;3112;;8609;3569;4016;;8609;5614;2924;;8609;1567;5161
;8610;1008;3123;;8610;989;3145;;8610;3564;3400;;8610;4234;4306;;8610;5870;3116;;8610;1724;5453
;8611;1054;3364;;8611;1041;3294;;8611;3496;3246;;8611;3602;4119;;8611;6025;2735;;8611;1433;4577
;8612;988;3025;;8612;1034;3255;;8612;3198;3371;;8612;3405;4227;;8612;5538;2974;;8612;1674;5174
;8613;1242;3193;;8613;1139;3334;;8613;3400;3491;;8613;3508;4186;;8613;6274;3064;;8613;1570;4896
